dialogue,label,character_name,character_group
"I scarce remember it, my friend. Although your songs do stir up memories, sometimes. I'm used to things the way they are, I think. But you, not so much?",CHARACTER,Achilles,male
"Oh, on the contrary, sir, I am profoundly satisfied. We are most fortunate to have employment even after death. Imagine, merely resting for eternity, when you could work!",CHARACTER,Orpheus,male
OrpheusFidget,CHARACTER,_preLineAnim,unknown
"Oh, you're too kind!",CHARACTER,Persephone,female
PersephoneUnderworld_Greeting,CHARACTER,_preLineAnim,unknown
"...Ah, but to think that our esteemed musician of the court is none other than you, Orpheus! In matters of music, at least, Hades and I have similar tastes. Anyway, I don't mean to keep you!",CHARACTER,Persephone,female
PersephoneUnderworld_Vulnerable,CHARACTER,_preLineAnim,unknown
"I shall be honored to perform my songs, Your Grace. And, might I add, Your Grace bears many of the striking features of your son? I understand now where he gets his charm.",CHARACTER,Orpheus,male
OrpheusFidget,CHARACTER,_preLineAnim,unknown
"I'm sorry I've no will for singing, Zagreus.",CHARACTER,Orpheus,male
I feel a bit self-conscious seeing as I must refuse to sing...!,CHARACTER,Orpheus,male
"I remain your humble court musician, Zagreus.",CHARACTER,Orpheus,male
"I'm truly pleased to see you, Zagreus.",CHARACTER,Orpheus,male
OrpheusFidget,CHARACTER,_preLineAnim,unknown
"Would that I could aid you in some way, my friend.",CHARACTER,Orpheus,male
It's awfully quiet whilst you're not around. Still rather quiet now!,CHARACTER,Orpheus,male
"Nice speaking with you, Zagreus.",CHARACTER,Orpheus,male
"I'm afraid I haven't much to say on this occasion, Zagreus.",CHARACTER,Orpheus,male
"I hope your day or night, I guess, is going nicely, Zagreus.",CHARACTER,Orpheus,male
"Please do be careful out there, Zagreus.",CHARACTER,Orpheus,male
I wish I could direct you towards a much more lively court musician.,CHARACTER,Orpheus,male
"Normally I'd offer up a song for such occasions, Zagreus.",CHARACTER,Orpheus,male
"Be strong out there, my friend, OK?",CHARACTER,Orpheus,male
"I'm cheering for you all the way, my friend.",CHARACTER,Orpheus,male
"Good luck to you out in that deadly hellscape, Zagreus.",CHARACTER,Orpheus,male
"Thank you for checking up on me, my friend, although I'm quite all right.",CHARACTER,Orpheus,male
"I'm still fresh out of songs or will to sing them, Zagreus.",CHARACTER,Orpheus,male
"I'd ask if you remember what it's like to feel inspired, my friend, but I don't want to know.",CHARACTER,Orpheus,male
"Oh, hello, Zagreus....",CHARACTER,Orpheus,male
"Wishing you a pleasant day or night as ever, my good friend...!",CHARACTER,Orpheus,male
"May you emerge from all of this unscathed, my friend.",CHARACTER,Orpheus,male
"I trust your neverending toil in the Underworld is proceeding well, my friend?",CHARACTER,Orpheus,male
"I have an optimistic feeling about your next attempt to run away, my friend!",CHARACTER,Orpheus,male
"May you yet find your muse somewhere out there, my friend.",CHARACTER,Orpheus,male
"Each failure brings new opportunities for self-reflection, right, my friend?",CHARACTER,Orpheus,male
"Please keep me well apprised of all of your incredible achievements, Zagreus.",CHARACTER,Orpheus,male
"It lifts my spirits when we briefly interact, my friend.",CHARACTER,Orpheus,male
I pray the Fates not ruin all your dreams as they did mine!,CHARACTER,Orpheus,male
I'm in the middle of a song my friend...!,CHARACTER,Orpheus,male
"I'd best get back to singing, Zagreus.",CHARACTER,Orpheus,male
"Let's talk when I'm not singing, Zagreus?",CHARACTER,Orpheus,male
"Hello, my friend, let's get back to my song?",CHARACTER,Orpheus,male
"I'm kind of singing at the moment, Zagreus.",CHARACTER,Orpheus,male
Terribly sorry I can't speak with you right now.,CHARACTER,Orpheus,male
"I thought I'd lost even the gift of music, Zagreus. So, thanks again for helping find that one for me!",CHARACTER,Orpheus,male
"I must say, it's nice having some music in my life again, and hopefully in yours!",CHARACTER,Orpheus,male
"We all could use a little song from time to time, isn't that so?",CHARACTER,Orpheus,male
"It's nice that I no longer have to live and breathe, and can be focused purely on my song...!",CHARACTER,Orpheus,male
"You rescued me from an eternity of not getting to sing, my friend.",CHARACTER,Orpheus,male
"I hope your day or night is just as splendid as my own, my friend.",CHARACTER,Orpheus,male
I pray the Fates fulfill your dreams as they did mine!,CHARACTER,Orpheus,male
"Oh, Zagreus, how wonderful to see you once again!",CHARACTER,Orpheus,male
"I was just thinking of you, Zagreus.",CHARACTER,Orpheus,male
My greetings to my very dearest friend.,CHARACTER,Orpheus,male
"I am in concert as perhaps you see, my friend!",CHARACTER,Orpheus,male
"Begging your pardon, Zagreus, but I'm amid performance at this time!",CHARACTER,Orpheus,male
"I'm quite preoccupied with singing all your praises, Zagreus!",CHARACTER,Orpheus,male
"This hymn is dedicated to your deeds, my friend!",CHARACTER,Orpheus,male
"I cannot talk right now, my friend, for I must sing!",CHARACTER,Orpheus,male
"I trust my music brings some lightness to our gloom-filled times, my friend?",CHARACTER,Orpheus,male
"The tale of your birth is so complex, my friend!",CHARACTER,Orpheus,male
I ask you please hold your applause until the end!,CHARACTER,Orpheus,male
To think Lord Dionysus and yourself share such a bond!,CHARACTER,Orpheus,male
"May my performances spread wide your fame, my friend!",CHARACTER,Orpheus,male
"Your parentage need not be secret any longer, Zagreus!",CHARACTER,Orpheus,male
"I shall keep singing of your praises, far and wide!",CHARACTER,Orpheus,male
"You've helped inspire me to song, my friend!",CHARACTER,Orpheus,male
"I must stay focused on my singing, Zagreus.",CHARACTER,Orpheus,male
I trust my hymn provides some solace to your days or nights?,CHARACTER,Orpheus,male
"My muse writes absolutely wondrous songs, don't you agree?",CHARACTER,Orpheus,male
"Ah, this reminds me so of my Eurydice...",CHARACTER,Orpheus,male
Would that I were together with her now...,CHARACTER,Orpheus,male
The songs of my Eurydice are without peer...,CHARACTER,Orpheus,male
"This is a favorite song of mine, and perhaps yours?",CHARACTER,Orpheus,male
"Hey, mate, here. I got this for my favorite court musician.",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"Oh, my, but you can't simply be this kind to me without retaliation on my part, my friend! And so, in turn, I have a gift for you!",CHARACTER,Orpheus,male
"Why, this is absolutely splendid, Zagreus. Is this really for me? It's so very kind of you to think of me like this.",CHARACTER,Orpheus,male
"I want you to have it, Orpheus. You've brightened up our lives down here more than you know. I only wish that you could see that.",CHARACTER,Zagreus,male
"Oh, why! I'm very much obliged that you have thought of me again, for such a wonderfully thoughtful gift!",CHARACTER,Orpheus,male
"It's nothing, Orpheus. Thank you for all the inspiration through your song. I love your work, mate.",CHARACTER,Zagreus,male
"You're always much too kind, you know, my friend? Now typically I would express my gratitude through song, except, you understand, don't you?",CHARACTER,Orpheus,male
"I understand completely, Orpheus. I think we'll both get through this rough patch in due time.",CHARACTER,Zagreus,male
"You always offer means to quench my thirst, my friend. A wonder that I have such feelings, even now.",CHARACTER,Orpheus,male
"Now that you've started singing once again, I figured it was thirst-inducing work! Your music stirs so many souls around here, mate.",CHARACTER,Zagreus,male
"Take care, mate.",CHARACTER,Zagreus,male
"Hey, mate! What do you say we share this over in the lounge?",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"Oh, I, certainly, why, I don't see why not. I mean, it's not as though I've got something to do that isn't that.",CHARACTER,Orpheus,male
OrpheusFidget,CHARACTER,_preLineAnim,unknown
"...And, anyways, I oughtn't have looked back, I mean, the moral of the story is to not look back when you are told not to look back, you understand, don't you, my friend?",CHARACTER,Orpheus,male
"Don't look back, huh. I'll try not to. Though, you can't be blamed for doing it yourself, just the one time. What happened to you... it wasn't fair. If you ask me.",CHARACTER,Zagreus,male
"...I quite enjoyed our outing, Zagreus. So, I suppose I shall be seeing you around?",CHARACTER,Orpheus,male
"I am indebted to you, Zagreus, both for your friendship and embarrassment of generosity.",CHARACTER,Orpheus,male
"And I, in turn, am indebted to you, Orpheus, for your calm demeanor and ability to accept life's greatest challenges. You inspire me, and I wish you the best.",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"Hey, Orpheus, mate! I have something good for you right here... Ambrosia! All the way from the surface. I want you to have it.",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"Ah, but this is splendid, Zagreus. And I must say, apart from my Eurydice, I've never felt as strong a bond of kinship as with you.",CHARACTER,Orpheus,male
"Hey Orpheus, you know I once wrested this bottle of Ambrosia from the Champions of Elysium, defeating them two against one, just so I could bring it here to you personally?",CHARACTER,Zagreus,male
ZagreusTalkDenialStart,CHARACTER,_preLineAnim,unknown
"Please, my friend! I feel I am undeserving of such a relentless show of kindness on your part. I shall accept, but you'll relent, won't you? As well as forgive me?",CHARACTER,Orpheus,male
"Mate, if that is your wish, then it will be my pleasure to oblige. Though, may this gift symbolize the strength of our friendship for an eternity to come. I've learned so much from you.",CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"Thank you, my friend. Would that I had capacity to take some joy from this.",CHARACTER,Orpheus,male
Orpheus must be in Asphodel.,CHARACTER,Zagreus,male
Orpheus is with Eurydice I guess.,CHARACTER,Zagreus,male
Orpheus is on break.,CHARACTER,Zagreus,male
Hope Orpheus is OK.,CHARACTER,Zagreus,male
Where'd Orpheus go.,CHARACTER,Zagreus,male
Where's our court musician?,CHARACTER,Zagreus,male
"You're too kind, mate.",CHARACTER,Zagreus,male
My friend?,CHARACTER,Orpheus,male
"That makes it difficult to sing, my friend.",CHARACTER,Orpheus,male
"Begging your pardon, Zagreus.",CHARACTER,Orpheus,male
Have I wronged you somehow?,CHARACTER,Orpheus,male
"I resolved never to fight, my friend.",CHARACTER,Orpheus,male
"I fight only through song, my friend.",CHARACTER,Orpheus,male
"Please, Zagreus.",CHARACTER,Orpheus,male
"I am attempting here to sing, my friend?",CHARACTER,Orpheus,male
"UseText  UseListenNPC,",CHARACTER,Orpheus,male
"Yeah. So, if you would excuse us for a little while, hon? I'm not finished catching up with him just yet. But first, before you go!",CHARACTER,Eurydice,female
UseText  UseListenNPC,CHARACTER,Zagreus,male
ZagreusTalkEmpathyStart,CHARACTER,_preLineAnim,unknown
"A splendid compliment, my friend. Doubtless the Fates themselves conspired to ensure Eurydice and I would meet, and sing together. Fall in love. And then be cruelly separated for some time!",CHARACTER,Orpheus,male
"Now don't you start with that again, you get me, Orphy? Got our whole entire afterlives ahead of us! And lots of songs to catch up on.",CHARACTER,Eurydice,female
"Why, you're correct of course, my dear. If you'll excuse us, Zagreus? Our calling beckons.",CHARACTER,Orpheus,male
